Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
10972,3WWwUGsyrkWxNYgeWSiKu3,Colombo,Abandoned Factory,"5, 4, 3, 2, 1, Blast! - Original Mix",10,278497,False,0.729,0.922,0,-3.441,1,0.0838,0.00186,0.815,0.0617,0.587,125.046,4,breakbeat
10974,3Izas87RkkBvmJGyelprm8,Ed Solo;Isaac Maya;Ranking Joe;Nick The Lot,Love Jah (Nick The Lot Remix),Love Jah - Nick The Lot Remix - Edit,10,248275,False,0.785,0.939,7,-0.849,1,0.0489,0.00353,0.251,0.505,0.291,86.999,4,breakbeat
10978,6PAbqyiSpuAAVxrW5e8ExY,Colombo,Abandoned Factory,Let the Bass Go - Original Mix,10,322547,False,0.728,0.888,1,-4.012,1,0.0408,0.000469,0.86,0.166,0.469,119.987,4,breakbeat
10980,0gLgXjymQiOmMlnAfSVp9F,Rabbit In The Moon,Delusions of Grandeur,Out of Body Experience - Burning Spear,11,536377,False,0.728,0.718,2,-8.699,1,0.0467,0.00932,0.842,0.219,0.261,129.296,4,breakbeat
10983,0SLA4aAvnwVO8TNAfcVv4P,Timo Maas;Eric Volta;Basti Grub,We Were Riding High,We Were Riding High - Alternative Version,11,414193,False,0.806,0.786,9,-10.179,1,0.0486,0.0056,0.787,0.0994,0.522,124.033,4,breakbeat
10985,7GnJ6f7d87kMIHBt2753YS,Deekline;Rell Rock,Bass Shakers 2015,My DJ Bass - Original Mix,9,281250,False,0.864,0.835,11,-5.293,0,0.179,0.00318,7.29e-06,0.0255,0.721,128.019,4,breakbeat
10996,6ItJiSoClzT0D2l1Hxc8QX,Lady Waks;Mutantbreakz;Kathika,Bass Shakers 2015,Soundboy - Original Mix,10,273230,False,0.718,0.946,7,-4.516,1,0.0686,0.00195,1.31e-06,0.0564,0.596,130.002,4,breakbeat
10997,5J2sJeC7JFL7SwhwRYWBax,Deekline;Tippa Irie,"Welcome To The Jungle, Vol. 2: The Ultimate Jungle Cakes Drum & Bass Compilation",Good To Have That Feeling,10,244114,False,0.734,0.896,2,-3.572,1,0.0412,0.00406,0.0843,0.0574,0.407,87.502,4,breakbeat
11008,4OSBTYWVwsQhGLF9NHvIbR,Adele,21,Rolling in the Deep,81,228093,True,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4,british
11043,5pov3V37DnTkVV93lWgHqo,The Rolling Stones,Halloween Scary Party,Beast Of Burden - Remastered 1994,0,265173,False,0.784,0.879,1,-3.862,0,0.0308,0.39,0.000848,0.0426,0.893,100.622,4,british
11048,48q2h0nYiAOfomJHGzHQJy,The Rolling Stones;Alok,Halloween Party 2022,Living In A Ghost Town - Alok Remix,0,208980,False,0.707,0.745,7,-7.291,1,0.0321,0.0226,0.264,0.102,0.515,125.018,4,british
11065,1gFNm7cXfG1vSMcxPpSxec,The Beatles,The Beatles (Remastered),"Ob-La-Di, Ob-La-Da - Remastered 2009",71,188960,False,0.818,0.728,10,-8.331,1,0.0314,0.232,0.0642,0.251,0.975,113.059,4,british
11069,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,Out Of Our Heads,(I Can't Get No) Satisfaction - Mono Version,77,222813,False,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,4,british
11075,6Xf4KyPwUjU4C7okin7Tpz,Jessie Ware,Autumn Vibes 2022,Mirage (Don’t Stop),0,287226,False,0.796,0.71,2,-6.683,1,0.0838,0.109,0.000846,0.124,0.621,112.976,4,british
11089,5xe8JKOPu53Q2Fa2FRuCfZ,Simply Red,Planet 80's,Come to My Aid - 2008 Remaster,1,245106,False,0.771,0.898,11,-6.432,0,0.0404,0.299,0.0899,0.0889,0.961,116.204,4,british
11096,6As27klqzcG7UuZCIoG3CE,Duffy,De ese gran pop de los 00's,Mercy,0,220933,False,0.786,0.859,0,-3.744,1,0.0331,0.261,0.00016,0.11,0.964,129.948,4,british
11100,3jDdpx9PMlfMBS5tOBHFm9,Mark Morrison,Return of the Mack,Return of the Mack,75,213093,False,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,4,british
11173,77oU2rjC5XbjQfNe3bD6so,The Rolling Stones,Some Girls,Beast Of Burden - Remastered 1994,73,265173,False,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,4,british
11217,09u787BYeYIGd2mFIJ505t,Adele,30,Cry Your Heart Out,66,255278,False,0.756,0.713,7,-6.917,1,0.102,0.523,3.35e-06,0.248,0.59,125.064,4,british
11234,279ONYv5urB06TXU2ccGCd,Sarah Jane Morris;Papik;Micky More & Andy Tee,"Retro Disco Fever (Four-On-The-Floor Beats, Strings, Horns, Piano, Synths & Electric Rhythm Guitars)",Hold On To Love - Micky More & Andy Tee Remix,0,379394,False,0.734,0.714,6,-7.377,0,0.0448,0.0188,0.374,0.0571,0.9,99.003,4,british
11250,1bObrsJGW0UCIGZkvnDqbe,Celeste,Stop This Flame,Stop This Flame,60,209407,False,0.752,0.702,10,-4.927,0,0.0378,0.296,0.0,0.103,0.324,119.987,4,british
11264,1zusIxNqJu8i4g6P6hJ2Qa,Duffy,Rockferry,Mercy,70,219920,False,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,4,british
11274,3hJLKtTpgct9Y9wKww0BiR,The Rolling Stones,Some Girls,Miss You - Remastered,69,288666,False,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,4,british
11400,4zQuwW24dweWcaX0fEJkP2,Amy Winehouse,Back To Black,You Know I'm No Good,65,256946,False,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,4,british
11437,4OTw5splgMdlYklwHMHxLK,The Hollies,Distant Light (Expanded Edition),Long Cool Woman (In a Black Dress) - 1999 Remaster,71,199200,False,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,4,british
11455,1Fz5oNms55THN71ubVH8mI,Beverley Knight,Not Too Late For Love,Spin,34,238169,False,0.742,0.726,11,-5.498,0,0.0884,0.309,0.0,0.143,0.962,94.005,4,british
11480,265Anh9hGoozFigjUVLUeD,Paolo Nutini,These Streets,New Shoes,67,203653,False,0.748,0.735,8,-8.692,1,0.0903,0.47,1.09e-05,0.0851,0.854,150.04,4,british
11485,75CgD6l7K4qMzZrn4CbZqz,Simply Red,Stars (Collector's Edition),Stars,69,248599,False,0.716,0.818,7,-7.456,1,0.0256,0.154,0.000806,0.236,0.817,103.668,4,british
11515,5ZdntuIyPOpVZzVZ5HvuJP,Peppa Pig,My Friend Peppa,My Friend Peppa,45,237114,False,0.804,0.709,5,-7.104,1,0.0409,0.384,0.0,0.0879,0.923,137.956,4,british
11527,4sJoIeb8zWYCLHSLM0az3b,Alex Hepburn,If You Stay,If You Stay,31,194553,True,0.719,0.702,11,-4.577,1,0.0357,0.0453,1.35e-05,0.0662,0.613,116.938,4,british
11614,3P1w3tnyexMjfY0Eh8spEI,YUNGBLUD,21st Century Liability,Kill Somebody,55,187880,True,0.722,0.781,1,-5.772,0,0.219,0.103,0.0,0.0849,0.494,148.066,4,british
11619,1oTvT8s4iPUJZOR9uUCu7t,Peppa Pig,Roller Disco,Roller Disco,47,196754,False,0.861,0.752,9,-6.829,0,0.143,0.0872,0.0,0.0537,0.811,124.026,4,british
11652,6KIS5YIZAyeiFNx1aE1OhY,Sade,The Best of Sade,Hang on to Your Love,62,270466,False,0.846,0.703,0,-5.76,1,0.0301,0.147,1.21e-05,0.071,0.964,107.767,4,british
11662,5iMa4kxn6paKPkvVzkglbu,Peppa Pig,My First Album,Super Potato's Theme,48,115503,False,0.761,0.76,4,-6.579,1,0.0558,0.628,0.0,0.315,0.826,132.105,4,british
11701,0jGVEPscW8KmqktoHqv2Pa,Simply Red,Sunrise European Single,Sunrise,57,200173,False,0.788,0.728,5,-5.123,0,0.0295,0.00325,0.23,0.0979,0.936,105.983,4,british
11712,6cMa0G311OqrInQCboBJuI,Peppa Pig,Peppa's Club,Peppa's Club,44,218839,False,0.882,0.731,0,-8.118,1,0.0712,0.209,0.0,0.0871,0.963,127.013,4,british
11736,5FKkbyGm42hw1y08l2knlO,The Rolling Stones,Hot Rocks (1964-1971),(I Can't Get No) Satisfaction - Mono Version,59,222746,False,0.731,0.837,9,-8.673,1,0.0477,0.000287,0.15,0.0978,0.832,135.603,4,british
11770,7m6IcQvZxQPSuzY465stcP,Peppa Pig,Feeling Calm,My Friend Peppa,24,237114,False,0.804,0.708,5,-7.104,1,0.0405,0.391,0.0,0.089,0.924,137.957,4,british
11771,0CaBBQsaAiRHhiLmzi7ZRp,The Beatles,Let It Be (Remastered),Two Of Us - Remastered 2009,58,216813,False,0.726,0.702,7,-10.757,1,0.032,0.0974,3.46e-05,0.239,0.931,109.114,4,british
11819,4tReFKumS5bcFahdXDiM1b,Sade,The Best of Sade,Paradise,62,217466,False,0.738,0.792,1,-7.873,1,0.0378,0.309,0.39,0.0679,0.968,99.817,4,british
11822,0sKfhhj6hYyJIXnTiZV9vf,Sade,Promise,The Sweetest Taboo,64,277373,False,0.752,0.823,10,-9.455,0,0.0447,0.128,0.0098,0.303,0.962,91.563,4,british
11839,2qdJxaDRDokqRsiycw7G44,Joss Stone,The Best Of Joss Stone 2003 - 2009,Tell Me 'Bout It,28,171160,False,0.867,0.899,10,-5.192,0,0.113,0.00372,8.11e-05,0.798,0.715,109.301,4,british
11908,6fO6QFBBG58vfmBpiFVh0X,Peppa Pig,Pumpkin Party,Pumpkin Party,46,180386,False,0.837,0.716,9,-6.972,1,0.14,0.611,0.0,0.707,0.819,139.992,4,british
11911,50IsRhksHs6Uic61RaGoed,Peppa Pig,Look In A Book,Look In A Book,43,170705,False,0.866,0.757,2,-6.124,1,0.0562,0.486,0.0,0.0528,0.919,125.002,4,british
11922,2G7h4u3PRaquSiRF7axRu5,Dionne Bromfield,Foolin',Foolin',27,191178,False,0.725,0.826,11,-4.279,1,0.0322,0.0119,0.000889,0.0684,0.566,120.007,4,british
12215,0oE2ojWoZcNmGABQi8l1xk,Miriam Yeung,電光幻影,處處吻,42,199041,False,0.758,0.794,1,-4.734,0,0.0405,0.364,0.0,0.099,0.77,119.021,4,cantopop
12230,0a5bri0S23Mx2e62v2HsYU,Aaron Kwok;Frankie,郭富城精選2006,鐵幕誘惑,24,246960,False,0.773,0.869,1,-6.239,1,0.0689,0.0617,5.41e-05,0.102,0.426,110.23,4,cantopop
12344,2SvP6VWIoq4CQ2IbdZEmcU,Aaron Kwok;Kaiel Chen;Zhang Yong Fu and Eric Chen,渴望,渴望,23,241720,False,0.712,0.82,3,-6.535,0,0.043,0.317,0.00119,0.144,0.407,120.026,4,cantopop
12393,5lz95PLZn2Bizj5EYEaSXH,Hacken Lee,紅日,紅日 - 電視劇「他來自天堂」主題曲,49,287173,False,0.739,0.77,0,-8.169,1,0.0291,0.25,0.0,0.105,0.727,120.099,4,cantopop
12463,7roRA1aMpy9axwLnwdFhOb,George Lam;David Ling Jr,祥情廿載,敢愛敢做,42,299040,False,0.741,0.769,5,-10.231,1,0.0309,0.277,0.0,0.0935,0.71,98.552,4,cantopop
12538,0wdpkZcdK8vXhcJjXbrpXD,Sam Hui,真經典 - 許冠傑,鬼馬雙星 - 電影《鬼馬雙星》歌曲,22,147093,False,0.751,0.716,9,-9.592,1,0.0442,0.121,0.0,0.0845,0.903,122.732,4,cantopop
12575,0QjGDktVmoQwuexrT6DZT7,Danny Chan,Love In L.A,愛在今宵,21,189280,False,0.751,0.783,3,-5.79,1,0.0267,0.256,0.0,0.117,0.466,117.043,4,cantopop
12662,2ovR6rJROpNePjGFMGRO69,Wynners,溫拿最受歡迎歌曲紀念專集,Sha La La La,35,177680,False,0.727,0.733,2,-7.499,1,0.0334,0.313,0.0,0.102,0.971,129.381,4,cantopop
12677,1wy8WK55ksXhh3R4Fy9RrV,Leslie Cheung,哥哥的歌,藍色憂鬱,19,241520,False,0.729,0.86,7,-11.325,1,0.0502,0.771,0.000145,0.12,0.697,141.746,4,cantopop
12716,1TU0mvRvhjKV3CVo18Ffol,Shirley Kwan,世途上新曲+精選,夢伴,33,209280,False,0.712,0.728,2,-10.332,1,0.0499,0.794,0.000419,0.0942,0.564,128.009,4,cantopop
12749,5bWDeuHFyP3hC16YctibZo,Grasshopper;Shirley Kwan;湯寶如;Winnie Lau,草蜢音樂大全101,熱力節拍Wou Bom Ba,20,295653,False,0.718,0.953,11,-6.115,0,0.0449,0.021,0.000419,0.141,0.373,126.084,4,cantopop
12758,0VAMO411TINK26QxCzJRO5,my little airport,"我們在炎熱與抑鬱的夏天,無法停止抽煙",奇人的離職,26,134805,False,0.702,0.744,7,-6.705,1,0.0471,0.263,0.464,0.113,0.813,135.969,4,cantopop
12760,77zGKkpnopcSsMc4JQHw1s,George Lam,最愛 40 - Beloved 40,敢愛敢做,42,300000,False,0.734,0.893,5,-4.635,1,0.0346,0.334,0.0,0.0978,0.707,98.554,4,cantopop
12777,63huDpEdqQBN43UgxhoIcX,Hins Cheung,酷愛,酷愛,49,234360,False,0.744,0.713,5,-6.178,0,0.0471,0.126,0.0,0.154,0.521,139.979,4,cantopop
12827,0VS1L2R5OqzhsT1vyC7GAD,Leon Lai,我這樣愛你,愛你/不愛你,19,245200,False,0.777,0.937,6,-5.308,0,0.0751,0.0385,6.09e-06,0.0959,0.425,109.996,4,cantopop
12845,56htcPzeEr0wdHHxs6H9Y5,JW,Feel The Bass,Feel The Bass,19,259000,False,0.72,0.906,1,-7.319,1,0.0928,0.00648,0.000121,0.347,0.669,130.001,4,cantopop
12865,4Fokft2GqS28upjfcQxC25,my little airport,"我們在炎熱與抑鬱的夏天,無法停止抽煙",馬田的心事,27,181669,False,0.711,0.803,0,-5.61,1,0.0321,0.198,0.0102,0.112,0.786,122.013,4,cantopop
12866,5XihvL3MlNcj6yPwAKsgFw,Mike 曾比特,MIKE (Deluxe Version),初戀,45,209000,False,0.706,0.802,9,-4.984,0,0.0308,0.0196,0.0011,0.171,0.324,127.967,4,cantopop
12898,4Iv0c5nXRDe5S677qv4vRy,Danny Chan;Tom Brown and Joe Wong,我愛經典系列 - 陳百強 (Danny Chan),再見 JOSEPHINE,18,212840,False,0.73,0.756,9,-9.062,0,0.0457,0.0188,0.000137,0.181,0.642,134.703,4,cantopop
13000,4IlqQhaxrGPxmg35YcXXuS,Aaron Smith;Luvli;Krono,Ibiza 2019,Dancin - Krono Remix,76,256000,False,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4,chicago-house
13001,6WkJ2OK163XXS2oARUC9JM,Aaron Smith;Krono;Luvli,Dancin (feat. Luvli) [Krono Remix],Dancin (feat. Luvli) - Krono Remix,78,198053,False,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,4,chicago-house
13002,4h4AEqy0iBbjdlbtWvIx5O,Paul Johnson,Get Get Down,Get Get Down,58,367786,False,0.879,0.95,5,-6.375,0,0.0746,0.000161,0.806,0.0714,0.615,126.903,4,chicago-house
13003,3YXIVMQLRRq2K7kxC7UYx6,Marshall Jefferson;Solardo,Move Your Body,Move Your Body,62,196109,False,0.791,0.801,4,-6.344,0,0.07,0.00531,0.189,0.509,0.609,124.985,4,chicago-house
13005,5o97IsOGSYy67xqIxSprpL,Aaron Smith;Krono;Luvli,Dancin (Remixes) - EP1 (feat. Luvli),Dancin (feat. Luvli) - Krono Extended Remix,49,271986,False,0.77,0.767,6,-6.978,1,0.0335,0.00737,0.000894,0.0716,0.486,119.995,4,chicago-house
13007,09IT6ZbPsY5EioVEqeyq4j,Cajmere;Dajae,It's Time,Brighter Days - Dajae- Underground Mix '93,50,327138,False,0.878,0.737,2,-7.979,1,0.0817,0.000271,0.445,0.11,0.235,123.993,4,chicago-house
13009,5nIL1etglKhsfxRPcVhbjq,Alinka,Who Am I,Who Am I,27,232500,False,0.726,0.855,0,-7.386,1,0.0418,0.00858,0.72,0.163,0.566,128.01,4,chicago-house
13010,796T2ROxTNibXRjVhjSzCa,Joe Smooth,Promised Land,Promised Land,55,331706,False,0.718,0.93,7,-4.532,1,0.038,0.0026,0.0176,0.0363,0.697,128.736,4,chicago-house
13015,2qkLenoEu66U6vR7Np7nWn,Pal Joey,Pal Joey Presents Hot Music,Dance - Dub Mix,19,271831,False,0.815,0.88,6,-8.342,0,0.0408,9.71e-05,0.94,0.0659,0.59,124.316,4,chicago-house
13016,0vnuQ0PHWgxgrjqvIEQkqF,Mike Dunn;Mr. 69,Phreaky MF,Phreaky MF - Mike Dunn's Phreak MixX,19,729147,True,0.927,0.809,10,-6.266,0,0.0802,0.000378,0.0158,0.068,0.501,117.531,4,chicago-house
13021,0YVZkKm7o7kpCbvD6IoSVZ,Fast Eddie,Jack to the Sound,Let's Go,23,308225,False,0.821,0.833,0,-6.701,1,0.0343,0.000887,0.637,0.0603,0.948,124.439,4,chicago-house
13025,1Kk4vr5wOojC7frStXiyjv,Fast Eddie,Jack to the Sound,Hip House,24,268064,False,0.78,0.783,7,-8.207,1,0.103,0.000163,0.277,0.236,0.577,124.454,4,chicago-house
13026,5zRW3xErqUxiv8KT9frDaS,Ten City;Emmaculate;Shannon Chambers,Judgement,Be Free - Emmaculate & Shannon Chambers Mix,23,243375,False,0.717,0.842,11,-5.142,0,0.0914,0.05,1.22e-05,0.0763,0.896,119.882,4,chicago-house
13027,70lgd1xHq2kbzimbjkHCf3,Cajmere,Tapes,Percolator (Jamie Jones Vault Mix) - mixed,21,249253,False,0.854,0.719,10,-9.336,0,0.0654,0.000695,0.315,0.428,0.484,128.049,4,chicago-house
13028,2GGLP061KzVzhbwG4kumMV,Jamie Principle,Frankie Knuckles Presents: His Greatest Hits from Trax Records,Waiting On My Angel,21,243173,False,0.708,0.91,5,-3.349,0,0.047,0.176,0.0431,0.0727,0.697,124.982,4,chicago-house
13032,7gpGDGRcUtAmZhFdZm7NJt,Felix Da Housecat,Virgo Blaktro and the Movie Disco,Like Something for Porno,19,202973,False,0.812,0.821,10,-7.701,0,0.0354,0.000703,0.0214,0.0898,0.968,128.995,4,chicago-house
13034,3XZi8w4xJLZp5wOfcabUje,DJ Sneak;Bad Boy Bill,Chicago Originals (Bad Boys),Bad Boys - Fullerton Mix,18,202968,False,0.759,0.853,11,-4.632,0,0.0988,0.00208,0.806,0.0659,0.146,127.996,4,chicago-house
13040,2ytqms9uZWXbZfXC0r2yKF,Barbara Tucker,The Masquerade (Mixed by Claptone),Beautiful People - Club Mix,19,568293,False,0.798,0.768,7,-6.722,1,0.127,0.0302,8.19e-06,0.214,0.595,123.864,4,chicago-house
13041,0pSXxKWtVz7SX343vVGNAI,Marshall Jefferson;Curtis McClain;Director's Cut,The House Music Anthem (Move Your Body) [feat. Curtis McClain] [Remix Project],Move Your Body - Director's Cut Retro Signature Mix,19,535680,False,0.748,0.892,4,-8.088,0,0.044,0.00508,0.0617,0.326,0.739,124.999,4,chicago-house
13042,1x3fitHSJI4Zk6oRdRzqks,Barbara Tucker;DJ Spen;Thommy Davis,Think (About It),Think (About It) - Spen & Thommy’s House Party Mix,23,503998,False,0.845,0.881,9,-5.856,1,0.112,0.00814,5.1e-05,0.0631,0.709,119.998,4,chicago-house
13043,7iAZjDSH1X5yq1NMAL24s5,Roy Davis Jr.;Peven Everett,Gabriel,Gabriel - Words To Give By Mix,21,442375,False,0.759,0.776,1,-10.396,0,0.0412,0.125,0.764,0.0885,0.902,129.695,4,chicago-house
13049,4QK9bq4sIxfn529FMgWbRz,Ralphi Rosario;Linda Clifford,Defected In The House Radio Show Episode 041 (hosted by Sam Divine),Wanna Give It Up (with Linda Clifford) [Légo's Dub] - Mixed,19,183918,False,0.871,0.905,10,-6.757,0,0.259,0.132,0.000101,0.557,0.82,123.029,4,chicago-house
13050,2PnEzfFz03XKGU4JqrCw8A,Felix Da Housecat;The Visionary;Jonas Blue,My Life Is Music (Jonas Blue Remix),My Life Is Music - Jonas Blue Remix,31,195483,False,0.723,0.705,10,-5.358,0,0.0367,0.00191,0.11,0.611,0.273,123.989,4,chicago-house
13051,3os91rpisb64LD1SWHHnvs,Aaron Smith;Luvli,Dancin (Remixes) - EP2 (feat. Luvli),Dancin (feat. Luvli) - Linier Remix,43,298053,False,0.803,0.781,6,-7.419,0,0.0461,0.0312,0.114,0.0793,0.462,123.995,4,chicago-house
13057,26FqQCMSHnB53d37xolXBd,Roy Davis Jr.,Michael,Michael,16,245626,False,0.868,0.763,3,-7.448,1,0.0355,0.0124,0.00516,0.0729,0.972,125.007,4,chicago-house
13058,31w1pX14PPTTYlrHX13u2z,Sterling Void,I Don't Wanna Go,I Don't Wanna Go,18,320757,False,0.732,0.874,9,-6.43,0,0.0335,0.0692,0.00142,0.143,0.705,123.757,4,chicago-house
13064,3KAn1EEsOVjep0Y15UNtTr,Frankie Knuckles;Adeva,Welcome To The Real World,Whadda U Want (From Me),16,304640,False,0.737,0.861,1,-10.187,0,0.0329,0.00371,2.66e-05,0.0272,0.956,119.992,4,chicago-house
13070,305aEEVZaks5WE4CiUlU6x,Frankie Knuckles;Eric Kupper;Director's Cut;CINTHIE,The Whistle Song (Cinthie Remix),The Whistle Song - Cinthie Remix,16,191695,False,0.71,0.879,2,-6.655,1,0.0458,0.0117,0.904,0.0826,0.859,124.972,4,chicago-house
13074,0mUhjmfCl6sHAZ7LpTQTNF,Felix Da Housecat,Devin Dazzle & The Neon Fever,Nina,18,152826,False,0.782,0.924,10,-6.102,1,0.0371,0.212,0.88,0.157,0.883,127.984,4,chicago-house
13078,6j2HQ1kkjgx7y7bEOq4Kgw,Kenny Larkin,Integration,Integration,17,286126,False,0.713,0.745,7,-8.683,1,0.0385,0.000159,0.873,0.155,0.854,124.984,4,chicago-house
13079,6ta9jWQupvd9FDjKx4kcKM,Mr. Lee,Pump up Chicago,Pump up London,16,430946,False,0.767,0.807,10,-8.786,0,0.0496,0.00128,0.393,0.0889,0.444,125.915,4,chicago-house
13080,1mRgy0qWyAc8EpFeeRNnRK,"Farley ""Jackmaster"" Funk",Greatest,The Acid Life,18,275240,False,0.754,0.96,4,-9.502,0,0.0706,0.00028,0.842,0.123,0.582,123.253,4,chicago-house
13084,1I6yCG91WRgjEpPrkrrjr2,Tyree Cooper,Turn Up The Bass,Turn Up The Bass - Fast Eddie Music & Edits Mix,16,301586,False,0.741,0.89,7,-6.814,1,0.0586,0.00192,0.00442,0.111,0.386,126.665,4,chicago-house
13085,6DvvkGHg2STG7lVkKHKiwF,Mike Dunn;Dirty Channels,Natural High (Remixes),Natural High - Dirty Channels Remix,17,244133,False,0.846,0.903,2,-7.245,0,0.0418,0.00141,0.788,0.0786,0.925,126.005,4,chicago-house
13091,7e2kKEOXRsHJzb2X1uGJwQ,Frankie Knuckles,Beyond The Mix,Party At My House,17,305333,False,0.775,0.737,10,-16.082,0,0.0636,0.0147,0.0236,0.0967,0.855,118.733,4,chicago-house
13092,2g4uQIYCp31eT9xoUpdzbO,Ralphi Rosario,Chill House,Take Me Up,18,356053,False,0.894,0.722,5,-4.72,1,0.044,0.0341,0.117,0.0796,0.696,123.017,4,chicago-house
13095,55dgpvLRCydVu360cHvkat,Chez Damier,House Top 1000 - The Anthems,Can You Feel It - New York Dub,18,205000,False,0.804,0.814,4,-9.391,1,0.0575,0.00489,0.573,0.108,0.324,123.999,4,chicago-house
13098,2IopbjqW6liPd4yV9AkiDP,Ralphi Rosario,The Godfathers of House #1,Instrumental Need,17,399266,False,0.737,0.802,9,-9.526,1,0.0599,0.000591,0.868,0.0288,0.665,123.619,4,chicago-house
13099,2DhcpitZoR2mDalUWFUbBG,Felix Da Housecat;Chuckie;Silvio Ecomo,The Glitz Part Deux Remix Edition,Silver Screen Shower Scene - Chuckie & Silvio Ecomo Dirty Acid Remix,16,349456,False,0.766,0.722,7,-5.652,0,0.0505,0.00106,0.49,0.0865,0.709,124.978,4,chicago-house
13100,41vnukjUAWkv6ptxDSErnU,Paul Johnson,Electricidade 2000,Get Get Down - Original Extended Mix,19,192186,False,0.877,0.933,5,-7.142,0,0.0788,0.000121,0.771,0.129,0.702,126.906,4,chicago-house
13102,2GFJZydzCSaaGYbU03Tw0g,Felix Da Housecat;Soulwax,The Glitz Part Deux Remix Edition,Rocket Ride - Soulwax Rock It Right Remix,35,394352,False,0.707,0.763,4,-5.329,1,0.0459,0.00367,0.461,0.151,0.694,129.992,4,chicago-house
13103,3bX36CK7B1HCckuLzqIGkG,Mike Dunn;Mousse T.,My House From All Angles (Remixes),If I Can't Get Down - Mousse T.'s Funky Shizzle Mix,45,227265,False,0.837,0.934,0,-3.575,1,0.0876,0.0116,0.627,0.38,0.847,124.044,4,chicago-house
13104,2flx4440e8FwILh288iX1G,Aaron Smith;BOXINBOX;Luvli,Dancin (feat. Luvli) [BOXINBOX Remix],Dancin (feat. Luvli) - BOXINBOX Remix,31,216000,False,0.757,0.723,1,-7.632,1,0.034,0.0407,1.67e-06,0.111,0.594,100.039,4,chicago-house
13105,1C70Fui3camrXxBoMp2KW9,Frankie Knuckles;Adeva,Welcome To The Real World,Walkin',15,310893,False,0.782,0.742,6,-9.627,1,0.0665,0.0753,0.0,0.0965,0.587,120.594,4,chicago-house
13106,4nwunCr5LbpM1aJGEMEjAM,Paul Johnson,Classics & Remixes,Hit It Up,15,422873,False,0.874,0.776,9,-8.549,1,0.0526,2.11e-05,0.177,0.0786,0.955,123.544,4,chicago-house
13108,01zLtvxw5jE6fXhBjzvvGm,Mark Farina;Homero Espinosa;Kid Enigma,I'm Lovin' It,I'm Lovin' It,14,349260,False,0.815,0.872,6,-7.308,0,0.0484,0.0754,0.876,0.122,0.494,119.002,4,chicago-house
13109,3Gcq5Gzlumu6pQImDYGkmS,Phuture,Acid Tracks,Acid Tracks,15,745053,False,0.784,0.983,8,-10.336,0,0.068,0.00831,0.923,0.0945,0.6,118.559,4,chicago-house
13111,2heuKN8nCjXrLLX3JTI7Ya,Ten City,Judgement,Feel It Too,15,164507,False,0.71,0.839,11,-6.57,1,0.072,0.00465,1.67e-06,0.324,0.604,124.007,4,chicago-house
13113,32T0a7ZT2K4mI2kr9AfvrT,DJ Pierre;Todd Terry;Vonny & Clyde,Elevator (Lift Me Up),Elevator (Lift Me Up),15,317419,False,0.807,0.839,1,-10.969,1,0.0512,0.000367,0.836,0.276,0.62,124.01,4,chicago-house
13114,4zIsKIfF2dXn0EmVUmjdpW,Fast Eddie,Pump It,Pump It - Radio,14,233871,False,0.926,0.708,9,-9.785,1,0.0429,0.0016,0.0106,0.0497,0.956,128.08,4,chicago-house
13115,3mNjbd6vdGHVfvaysItLKR,Alinka,Midnight Ride,And The Beat Goes On - Edit,14,228501,False,0.721,0.866,9,-7.162,1,0.0447,0.000283,0.829,0.143,0.742,128.004,4,chicago-house
13117,2dHCfHPFdccesaPhiisAed,Frankie Knuckles;Adeva,Welcome To The Real World,Keep It Real,15,284560,False,0.701,0.79,0,-10.226,0,0.0369,0.0101,0.000237,0.142,0.851,120.506,4,chicago-house
13123,0aj2BDCTSdkrn6outpagBa,Steve Poindexter,Computer Madness The Remixes,Computer Madness - Original Mix,15,254412,False,0.776,0.79,11,-12.669,0,0.0913,0.531,0.767,0.278,0.735,127.485,4,chicago-house
13124,1ZlhCwUMH0b2gKm8X5qNFg,Paul Johnson,The Groove I Have LP,The Groove Goes On - Original Mix,15,306624,False,0.781,0.916,10,-7.038,0,0.196,0.068,0.845,0.0777,0.548,129.034,4,chicago-house
